GeneFusion	Publication	Diagnosis_MM
EWSR1::NFATC2	EWSR1-NFATC2 gene fusion in a soft tissue tumor with epithelioid round cell morphology and abundant stroma: a case report and review of the literature., Cohen et al 2018, Hum Pathol, 2018, 81:281-290, 29626598	Undifferentiated round cell sarcoma
CRTC1::SS18	Genetic analyses of undifferentiated small round cell sarcoma identifies a novel sarcoma subtype with a recurrent CRTC1-SS18 gene fusion., Alholle et al 2018, J Pathol, 2018, 245:186-196, 29533464	Undifferentiated round cell sarcoma
CIC::NUTM1	Clinicopathologic features of CIC-NUTM1 sarcomas, a new molecular variant of the family of CIC-fused sarcomas., Le Loarer et al 2019, Am J Surg Pathol, 2019, 43:268-276, 30407212	Undifferentiated round cell sarcoma
CIC::NUTM1	Clinicopathologic features of CIC-NUTM1 sarcomas, a new molecular variant of the family of CIC-fused sarcomas., Le Loarer et al 2019, Am J Surg Pathol, 2019, 43:268-276, 30407212	Undifferentiated round cell sarcoma
CIC::NUTM1	Clinicopathologic features of CIC-NUTM1 sarcomas, a new molecular variant of the family of CIC-fused sarcomas., Le Loarer et al 2019, Am J Surg Pathol, 2019, 43:268-276, 30407212	Undifferentiated round cell sarcoma
EWSR1::PATZ1	Spindle and round cell sarcoma with EWSR1-PATZ1 gene fusion: a sarcoma with polyphenotypic differentiation., Chougule et al 2019, Am J Surg Pathol, 2019, 43:220-228, 30379650	Undifferentiated round cell sarcoma
ACTB::GLI1	Transcriptomic definition of molecular subgroups of small round cell sarcomas., Watson et al 2018, J Pathol, 2018, 245:29-40, 29431183	Undifferentiated round cell sarcoma
BRD3::NUTM1	Transcriptomic definition of molecular subgroups of small round cell sarcomas., Watson et al 2018, J Pathol, 2018, 245:29-40, 29431183	Undifferentiated round cell sarcoma
CDKN2A::CCDC12	Transcriptomic definition of molecular subgroups of small round cell sarcomas., Watson et al 2018, J Pathol, 2018, 245:29-40, 29431183	Undifferentiated round cell sarcoma
CIC::NUTM1	Transcriptomic definition of molecular subgroups of small round cell sarcomas., Watson et al 2018, J Pathol, 2018, 245:29-40, 29431183	Undifferentiated round cell sarcoma
EML4::ALK	Transcriptomic definition of molecular subgroups of small round cell sarcomas., Watson et al 2018, J Pathol, 2018, 245:29-40, 29431183	Undifferentiated round cell sarcoma
EWSR1::PATZ1	Transcriptomic definition of molecular subgroups of small round cell sarcomas., Watson et al 2018, J Pathol, 2018, 245:29-40, 29431183	Undifferentiated round cell sarcoma
IKBKG::ALK	Transcriptomic definition of molecular subgroups of small round cell sarcomas., Watson et al 2018, J Pathol, 2018, 245:29-40, 29431183	Undifferentiated round cell sarcoma
KIAA1549::BRAF	Transcriptomic definition of molecular subgroups of small round cell sarcomas., Watson et al 2018, J Pathol, 2018, 245:29-40, 29431183	Undifferentiated round cell sarcoma
MAPKAPK5::ACAD10	Transcriptomic definition of molecular subgroups of small round cell sarcomas., Watson et al 2018, J Pathol, 2018, 245:29-40, 29431183	Undifferentiated round cell sarcoma
MN1::TAF3	Transcriptomic definition of molecular subgroups of small round cell sarcomas., Watson et al 2018, J Pathol, 2018, 245:29-40, 29431183	Undifferentiated round cell sarcoma
PDLIM5::USP8	Transcriptomic definition of molecular subgroups of small round cell sarcomas., Watson et al 2018, J Pathol, 2018, 245:29-40, 29431183	Undifferentiated round cell sarcoma
IK::CAMTA1	Transcriptomic definition of molecular subgroups of small round cell sarcomas., Watson et al 2018, J Pathol, 2018, 245:29-40, 29431183	Undifferentiated round cell sarcoma
TPM3::NTRK1	Transcriptomic definition of molecular subgroups of small round cell sarcomas., Watson et al 2018, J Pathol, 2018, 245:29-40, 29431183	Undifferentiated round cell sarcoma
VGLL2::CITED2	Transcriptomic definition of molecular subgroups of small round cell sarcomas., Watson et al 2018, J Pathol, 2018, 245:29-40, 29431183	Undifferentiated round cell sarcoma
VGLL2::NCOA2	Transcriptomic definition of molecular subgroups of small round cell sarcomas., Watson et al 2018, J Pathol, 2018, 245:29-40, 29431183	Undifferentiated round cell sarcoma
EWSR1::NFATC2	Bone sarcoma with EWSR1-NFATC2 fusion: sarcoma with varied morphology and amplification of fusion gene distinct from Ewing sarcoma., Yau et al 2019, Int J Surg Pathol, 2019, 27:561-567, 30714449	Undifferentiated round cell sarcoma
EWSR1::NFATC2	EWSR1-NFATC2 translocation-associated sarcoma clinicopathologic findings in a rare aggressive primary bone or soft tissue tumor., Wang et al 2019, Am J Surg Pathol, 2019, 43:1112-1122, 30994538	Undifferentiated round cell sarcoma
EWSR1::NFATC2	EWSR1-NFATC2 translocation-associated sarcoma clinicopathologic findings in a rare aggressive primary bone or soft tissue tumor., Wang et al 2019, Am J Surg Pathol, 2019, 43:1112-1122, 30994538	Undifferentiated round cell sarcoma
EWSR1::PATZ1	Novel and established EWSR1 gene fusions and associations identified by next-generation sequencing and fluorescence in-situ hybridization., Krystel-Whittemore et al 2019, Hum Pathol, 2019, 93:65-73, 31430493	Undifferentiated round cell sarcoma
EWSR1::ZNF444	Novel and established EWSR1 gene fusions and associations identified by next-generation sequencing and fluorescence in-situ hybridization., Krystel-Whittemore et al 2019, Hum Pathol, 2019, 93:65-73, 31430493	Undifferentiated round cell sarcoma
EWSR1::PATZ1	Clinical, pathological, and genomic features of EWSR1-PATZ1 fusion sarcoma., Bridge et al 2019, Mod Pathol, 2019, 32(11):1593-1604, 31189996	Undifferentiated round cell sarcoma
CIC::DUX4	Primary spinal intramedullary Ewing-like sarcoma harboring CIC-DUX4 translocation: a similar cytological appearance as its soft tissue counterpart but no lobulation in association with desmoplastic stroma., Yamada et al 2020, Brain Tumor Pathol, 2020, 37(3):111-117, 32449046	Undifferentiated round cell sarcoma
SS18::POU5F1	Undifferentiated round cell sarcomas with novel SS18-POU5F1 fusions., Antonescu et al 2020, Genes Chromosomes Cancer, 2020, 59(11):620-626, 32557980	Undifferentiated round cell sarcoma
SS18::POU5F1	Undifferentiated round cell sarcomas with novel SS18-POU5F1 fusions., Antonescu et al 2020, Genes Chromosomes Cancer, 2020, 59(11):620-626, 32557980	Undifferentiated round cell sarcoma
FUS::NFATC2	Homozygosity for CHEK2 p.Gly167Arg leads to a unique cancer syndrome with multiple complex chromosomal translocations in peripheral blood karyotype., Paperna et al 2019, J Med Genet, 2019, 57(7):500-504, 30858171	Undifferentiated round cell sarcoma
EWSR1::CREB3L1	"An EWSR1-CREB3L1 fusion gene in extraskeletal undifferentiated round cell sarcoma expands the spectrum of genetic landscape in the ""Ewing-like"" undifferentiated round cell sarcomas., Bissonnette et al 2021, Int J Surg Pathol, 2021, 29(1):109-116, 32506986"	Undifferentiated round cell sarcoma
YWHAE::NUTM2B	Undifferentiated round cell sarcoma with BCOR internal tandem duplications (ITD) or YWHAE fusions: a clinicopathologic and molecular study., Antonescu et al 2020, Mod Pathol, 2020, 33(9):1669-1677, 32372022	Undifferentiated round cell sarcoma
YWHAE::NUTM2E	Undifferentiated round cell sarcoma with BCOR internal tandem duplications (ITD) or YWHAE fusions: a clinicopathologic and molecular study., Antonescu et al 2020, Mod Pathol, 2020, 33(9):1669-1677, 32372022	Undifferentiated round cell sarcoma
EWSR1::NFATC2	NFATc2-rearranged sarcomas: clinicopathologic, molecular, and cytogenetic study of 7 cases with evidence of AGGRECAN as a novel diagnostic marker., Perret et al 2020, Mod Pathol, 2020, 33(10):1930-1944, 32327700	Undifferentiated round cell sarcoma
FUS::NFATC2	NFATc2-rearranged sarcomas: clinicopathologic, molecular, and cytogenetic study of 7 cases with evidence of AGGRECAN as a novel diagnostic marker., Perret et al 2020, Mod Pathol, 2020, 33(10):1930-1944, 32327700	Undifferentiated round cell sarcoma
FUS::NFATC2	NKX3-1 Is a useful immunohistochemical marker of EWSR1-NFATC2 sarcoma and mesenchymal chondrosarcoma., Yoshida et al 2020, Am J Surg Pathol, 2020, 44(6):719-728, 31972596	Undifferentiated round cell sarcoma
FUS::NFATC2	EWSR1/FUS-NFATc2 rearranged round cell sarcoma: clinicopathological series of 4 cases and literature review., Diaz-Perez et al 2019, Hum Pathol, 2019, 90:45-53, 31078563	Undifferentiated round cell sarcoma
CRTC1::SS18	CRTC1-SS18 fusion sarcoma with aberrant anaplastic lymphoma kinase expression., Pan et al 2022, Int J Surg Pathol, 2022, 30(1):99-105, 34057377	Undifferentiated round cell sarcoma
SS18::POU5F1	Primary renal sarcoma with SS18::POU5F1 gene fusion., Argani et al 2022, Genes Chromosomes Cancer, 2022, 61(9):572-577, 35521683	Undifferentiated round cell sarcoma
SS18::POU5F1	Malignant round cell tumor with SS18-POU5F1 fusion: is it a myoepithelial neoplasm, a synovial sarcoma or a new entity?, Shenoy et al 2020, Histopathology, 2020, 77(4):681-684, 32516451	Undifferentiated round cell sarcoma
SS18::POU5F1	Therapeutic response of soft tissue sarcoma with novel SS18-POU5F1 fusion: A case report., Liu et al 2021, Front Oncol, 2021, 11:666946, 34249705	Undifferentiated round cell sarcoma
CHD4::AFF2	Unclassified neuroendocrine tumor with a novel CHD4::AFF2 fusion: Expanding the family of AFF2-rearranged head and neck malignancies., Miller et al 2022, Head Neck Pathol, 2022, 16(3):928-933, 35218513	Undifferentiated round cell sarcoma
COPS4::TBC1D9	mRNA capture sequencing and RT-qPCR for the detection of pathognomonic, novel, and secondary fusion transcripts in FFPE tissue: A sarcoma showcase., Decock et al 2022, Int J Mol Sci, 2022, 23(19):11007, 36232302	Undifferentiated round cell sarcoma
PICALM::SYTL2	mRNA capture sequencing and RT-qPCR for the detection of pathognomonic, novel, and secondary fusion transcripts in FFPE tissue: A sarcoma showcase., Decock et al 2022, Int J Mol Sci, 2022, 23(19):11007, 36232302	Undifferentiated round cell sarcoma
SMG6::VPS53	mRNA capture sequencing and RT-qPCR for the detection of pathognomonic, novel, and secondary fusion transcripts in FFPE tissue: A sarcoma showcase., Decock et al 2022, Int J Mol Sci, 2022, 23(19):11007, 36232302	Undifferentiated round cell sarcoma
UBE2F::ALS2	mRNA capture sequencing and RT-qPCR for the detection of pathognomonic, novel, and secondary fusion transcripts in FFPE tissue: A sarcoma showcase., Decock et al 2022, Int J Mol Sci, 2022, 23(19):11007, 36232302	Undifferentiated round cell sarcoma
TAF15::ETV4	Identification of a novel translocation producing an in-frame fusion of TAF15 and ETV4 in a case of extraosseous Ewing sarcoma revealed in the prenatal period., Picard et al 2022, Virchows Arch, 2022, 481(4):665-669, 35527322	Undifferentiated round cell sarcoma
HNRNPM::LEUTX	Novel HNRNPM::LEUTX fusion resulting from chromothripsis of chromosome 19 in a pediatric undifferentiated small round cell neoplasm., Furtado et al 2023, Genes Chromosomes Cancer, 2023, 62(12):740-745, 37366242	Undifferentiated round cell sarcoma
NUTM1::CIC	Case of NUTM::CIC fusion sarcoma surrounding inflatable penile prosthesis., Mason et al 2023, Urol Case Rep, 2023, 51:102617, 38046259	Undifferentiated round cell sarcoma
FUS::NFATC4	A novel FUS::NFATC4 fusion detected in a sarcoma with morphological features overlapping with NFATC2 sarcomas., Klubickova et al 2024, Histopathology, 2024, 84(2):413-415, 37813649	Undifferentiated round cell sarcoma
HFM1::ETV1	Detection of novel tyrosine kinase fusion genes as potential therapeutic targets in bone and soft tissue sarcomas using DNA/RNA-based clinical sequencing., Hasegawa et al 2024, Clin Orthop Relat Res, 2024, 482(3):549-563, 38014853	Undifferentiated round cell sarcoma
TOP2B::UBA3	Aggressive undifferentiated small round cell sarcoma of the thorax showing TOP2B::UBA3 fusion., Nakamura et al 2024, Histopathology, 2024, 84(7):1246-1247, 38409864	Undifferentiated round cell sarcoma
YAP1::NUTM2B	Recurrent and novel fusions detected by targeted RNA sequencing as part of the diagnostic workflow of soft tissue and bone tumours., Zago Baltazar et al 2024, J Pathol Clin Res, 2024, 10(3):e12376, 38738521	Undifferentiated round cell sarcoma
CIC::NUTM1	Pediatric central nervous system tumor with CIC::LEUTX fusion: a diagnostic challenge., Hou et al 2024, Acta Neuropathol Commun, 2024, 12(1):106, 38926750	Undifferentiated round cell sarcoma
CIC::FOXO4	Pediatric central nervous system tumor with CIC::LEUTX fusion: a diagnostic challenge., Hou et al 2024, Acta Neuropathol Commun, 2024, 12(1):106, 38926750	Undifferentiated round cell sarcoma
BCOR::CCNB3	BCOR-CCNB3 fusion positive sarcomas: a clinicopathologic and molecular analysis of 36 cases with comparison to morphologic spectrum and clinical behavior of other round cell sarcomas., Kao et al 2018, Am J Surg Pathol, 2018, 42:604-615, 29300189	Undifferentiated sarcoma
KMT2D::BCOR	BCOR-CCNB3 fusion positive sarcomas: a clinicopathologic and molecular analysis of 36 cases with comparison to morphologic spectrum and clinical behavior of other round cell sarcomas., Kao et al 2018, Am J Surg Pathol, 2018, 42:604-615, 29300189	Undifferentiated sarcoma
EWSR1::FLI1	Is the EWS/FLI-1 fusion transcript specific for Ewing sarcoma and peripheral primitive neuroectodermal tumor? A report of four cases showing this transcript in a wider range of tumor types., Thorner et al 1996, Am J Pathol, 1996, 148:1125-1138, 8644855	Undifferentiated sarcoma
BCOR::CCNB3	BCOR-CCNB3 fusions are frequent in undifferentiated sarcomas of male children., Peters et al 2015, Mod Pathol, 2015, 28:575-586, 25360585	Undifferentiated sarcoma
BCOR::CCNB3	BCOR-CCNB3 fusions are frequent in undifferentiated sarcomas of male children., Peters et al 2015, Mod Pathol, 2015, 28:575-586, 25360585	Undifferentiated sarcoma
GREB1::NCOA2	RNA-sequencing identifies novel GREB1-NCOA2 fusion gene in a uterine sarcoma with the chromosomal translocation t(2;8)(p25;q13)., Brunetti et al 2018, Genes Chromosomes Cancer, 2018, 57:176-181, 29218853	Undifferentiated sarcoma
TRIO::TERT	Recurrent TRIO fusion in nontranslocation-related sarcomas., Delespaul et al 2017, Clin Cancer Res, 2017, 23:857-867, 27528700	Undifferentiated sarcoma
MTAP::RAF1	Identification of a novel MTAP-RAF1 fusion in a soft tissue sarcoma., Hicks et al 2018, Diagn Pathol, 2018, 13:77, 30314519	Undifferentiated sarcoma
BCOR::MAML3	Transcriptomic definition of molecular subgroups of small round cell sarcomas., Watson et al 2018, J Pathol, 2018, 245:29-40, 29431183	Undifferentiated sarcoma
EWSR1::PATZ1	Transcriptomic definition of molecular subgroups of small round cell sarcomas., Watson et al 2018, J Pathol, 2018, 245:29-40, 29431183	Undifferentiated sarcoma
EWSR1::PATZ1	Clinical, pathological, and genomic features of EWSR1-PATZ1 fusion sarcoma., Bridge et al 2019, Mod Pathol, 2019, 32(11):1593-1604, 31189996	Undifferentiated sarcoma
EWSR1::PATZ1	Clinical, pathological, and genomic features of EWSR1-PATZ1 fusion sarcoma., Bridge et al 2019, Mod Pathol, 2019, 32(11):1593-1604, 31189996	Undifferentiated sarcoma
RASAL2::RET	RASAL2-RET: a novel RET rearrangement in a patient with high-grade sarcoma of the chest., Zhou et al 2020, Ann Oncol, 2020, 31(5):659-661, 32220490	Undifferentiated sarcoma
VIM::KMT2A	Pan-sarcoma genomic analysis of KMT2A rearrangements reveals distinct subtypes defined by YAP1-KMT2A-YAP1 and VIM-KMT2A fusions., Massoth et al 2020, Mod Pathol, 2020, 33(11):2307-2317, 32461620	Undifferentiated sarcoma
UBE4A::KMT2A	Pan-sarcoma genomic analysis of KMT2A rearrangements reveals distinct subtypes defined by YAP1-KMT2A-YAP1 and VIM-KMT2A fusions., Massoth et al 2020, Mod Pathol, 2020, 33(11):2307-2317, 32461620	Undifferentiated sarcoma
KANK1::NTRK2	Novel fusion sarcomas including targetable NTRK and ALK., Chen et al 2021, Ann Diagn Pathol, 2021, 54:151800, 34464935	Undifferentiated sarcoma
APOD::GLI1	Novel APOD-GLI1 rearrangement in a sarcoma of unknown lineage., Lopez-Nunez et al 2021, Histopathology, 2021, 78(2):338-340, 32798311	Undifferentiated sarcoma
EWSR1::SSX1	Sarcomas with sclerotic epithelioid phenotype harboring novel EWSR1-SSX1 fusions., Antonescu et al 2021, Genes Chromosomes Cancer, 2021, 60(9):616-622, 33987888	Undifferentiated sarcoma
MXI1::NUTM1	NUTM1-fusion positive malignant neoplasms of the genitourinary tract: A report of six cases highlighting involvement of unusual anatomic locations and histologic heterogeneity., Xu et al 2022, Genes Chromosomes Cancer, 2022, 61(9):542-550, 35430756	Undifferentiated sarcoma
MXD4::NUTM1	NUTM1-fusion positive malignant neoplasms of the genitourinary tract: A report of six cases highlighting involvement of unusual anatomic locations and histologic heterogeneity., Xu et al 2022, Genes Chromosomes Cancer, 2022, 61(9):542-550, 35430756	Undifferentiated sarcoma
FGFR1::TACC1	Uterine sarcoma with FGFR1-TACC1 gene fusion: A case report and review of the literature., Zyla et al 2022, Int J Gynecol Pathol, 2022, 41(6):588-592, 36302190	Undifferentiated sarcoma
CNTNAP2::RET	Molecular characterization and clinical outcomes in RET-rearranged NSCLC., Tan et al 2020, J Thorac Oncol, 2020, 15(12):1928-1934, 32866654	Carcinoma, NOS
BRD4::NUTM1	Cloned fusion product from a rare t(15;19)(q13.2;p13.1) inhibit S phase in vitro., Haruki et al 2005, J Med Genet, 2005, 42:558-564, 15994877	Carcinoma, NOS
EML4::ALK	Global survey of phosphotyrosine signaling identifies oncogenic kinases in lung cancer., Rikova et al 2007, Cell, 2007, 131:1190-1203, 18083107	Carcinoma, NOS
TFG::ALK	Global survey of phosphotyrosine signaling identifies oncogenic kinases in lung cancer., Rikova et al 2007, Cell, 2007, 131:1190-1203, 18083107	Carcinoma, NOS
SLC34A2::ROS1	Global survey of phosphotyrosine signaling identifies oncogenic kinases in lung cancer., Rikova et al 2007, Cell, 2007, 131:1190-1203, 18083107	Carcinoma, NOS
EML4::ALK	EML4-ALK fusion lung cancer: a rare acquired event., Perner et al 2008, Neoplasia, 2008, 10:298-302, 18320074	Carcinoma, NOS
CCND1::TACSTD2	A bicistronic CYCLIN D1-TROP2 mRNA chimera demonstrates a novel oncogenic mechanism in human cancer., Guerra et al 2008, Cancer Res, 2008, 68:8113-8121, 18829570	Carcinoma, NOS
R3HDM2::NFE2	An integrative approach to reveal driver gene fusions from paired-end sequencing data in cancer., Wang et al 2009, Nat Biotechnol, 2009, 27:1005-1011, 19881495	Carcinoma, NOS
CBARP::SBNO2	Homozygous deletion of the STK11/LKB1 locus and the generation of novel fusion transcripts in cervical cancer cells., McCabe et al 2010, Cancer Genet Cytogenet, 2010, 197:130-141, 20193846	Carcinoma, NOS
MTIF2::PLEKHH2	Decoding the fine-scale structure of a breast cancer genome and transcriptome., Volik et al 2006, Genome Res, 2006, 16:394-404, 16461635	Carcinoma, NOS
GSE1::TPM4	Decoding the fine-scale structure of a breast cancer genome and transcriptome., Volik et al 2006, Genome Res, 2006, 16:394-404, 16461635	Carcinoma, NOS
STRN::ALK	Identification of recurrent FGFR3 fusion genes in lung cancer through kinome-centred RNA sequencing., Majewski et al 2013, J Pathol, 2013, 230:270-276, 23661334	Carcinoma, NOS
FGFR2::OFD1	Identification of targetable FGFR gene fusions in diverse cancers., Wu et al 2013, Cancer Discov, 2013, 3:636-647, 23558953	Carcinoma, NOS
FGFR3::TACC3	Identification of targetable FGFR gene fusions in diverse cancers., Wu et al 2013, Cancer Discov, 2013, 3:636-647, 23558953	Carcinoma, NOS
POC5::PRKD1	Integrative clinical genomics of metastatic cancer., Robinson et al 2017, Nature, 2017, 548:297-303, 28783718	Carcinoma, NOS
FRMD4A::RET	FRMD4A/RET: a novel RET oncogenic fusion variant in non-small cell lung carcinoma., Velcheti et al 2017, J Thorac Oncol, 2017, 12:e15-e16, 28115111	Carcinoma, NOS
DCTN1::ALK	Detection of known and novel ALK fusion transcripts in lung cancer patients using next-generation sequencing approaches., Vendrell et al 2017, Sci Rep, 2017, 7:12510, 28970558	Carcinoma, NOS
CLIP1::ALK	Detection of known and novel ALK fusion transcripts in lung cancer patients using next-generation sequencing approaches., Vendrell et al 2017, Sci Rep, 2017, 7:12510, 28970558	Carcinoma, NOS
GCC2::ALK	Detection of known and novel ALK fusion transcripts in lung cancer patients using next-generation sequencing approaches., Vendrell et al 2017, Sci Rep, 2017, 7:12510, 28970558	Carcinoma, NOS
CLIP1::ALK	A rare fusion of CLIP1 and ALK in a case of non-small-cell lung cancer with neuroendocrine features., Pinsolle et al 2019, Clin Lung Cancer, 2019, 20:e535-e540, 31171381	Carcinoma, NOS
FGFR2::SHTN1	Detection of known and novel FGFR fusions in non-small cell lung cancer by comprehensive genomic profiling., Qin et al 2019, J Thorac Oncol, 2019, 14(1):54-62, 30267839	Carcinoma, NOS
FGFR2::LZTFL1	Detection of known and novel FGFR fusions in non-small cell lung cancer by comprehensive genomic profiling., Qin et al 2019, J Thorac Oncol, 2019, 14(1):54-62, 30267839	Carcinoma, NOS
FGFR2::CIT	Detection of known and novel FGFR fusions in non-small cell lung cancer by comprehensive genomic profiling., Qin et al 2019, J Thorac Oncol, 2019, 14(1):54-62, 30267839	Carcinoma, NOS
FGFR2::ERC1	Detection of known and novel FGFR fusions in non-small cell lung cancer by comprehensive genomic profiling., Qin et al 2019, J Thorac Oncol, 2019, 14(1):54-62, 30267839	Carcinoma, NOS
FGFR2::POC1B	Detection of known and novel FGFR fusions in non-small cell lung cancer by comprehensive genomic profiling., Qin et al 2019, J Thorac Oncol, 2019, 14(1):54-62, 30267839	Carcinoma, NOS
FGFR2::SORBS1	Detection of known and novel FGFR fusions in non-small cell lung cancer by comprehensive genomic profiling., Qin et al 2019, J Thorac Oncol, 2019, 14(1):54-62, 30267839	Carcinoma, NOS
FGFR2::TP73	Detection of known and novel FGFR fusions in non-small cell lung cancer by comprehensive genomic profiling., Qin et al 2019, J Thorac Oncol, 2019, 14(1):54-62, 30267839	Carcinoma, NOS
FGFR2::TXLNA	Detection of known and novel FGFR fusions in non-small cell lung cancer by comprehensive genomic profiling., Qin et al 2019, J Thorac Oncol, 2019, 14(1):54-62, 30267839	Carcinoma, NOS
FGFR3::PHLDB3	Detection of known and novel FGFR fusions in non-small cell lung cancer by comprehensive genomic profiling., Qin et al 2019, J Thorac Oncol, 2019, 14(1):54-62, 30267839	Carcinoma, NOS
FGFR3::TACC3	Detection of known and novel FGFR fusions in non-small cell lung cancer by comprehensive genomic profiling., Qin et al 2019, J Thorac Oncol, 2019, 14(1):54-62, 30267839	Carcinoma, NOS
NSD2::FGFR3	Detection of known and novel FGFR fusions in non-small cell lung cancer by comprehensive genomic profiling., Qin et al 2019, J Thorac Oncol, 2019, 14(1):54-62, 30267839	Carcinoma, NOS
NSD1::FGFR4	Detection of known and novel FGFR fusions in non-small cell lung cancer by comprehensive genomic profiling., Qin et al 2019, J Thorac Oncol, 2019, 14(1):54-62, 30267839	Carcinoma, NOS
ANO3::FGFR4	Detection of known and novel FGFR fusions in non-small cell lung cancer by comprehensive genomic profiling., Qin et al 2019, J Thorac Oncol, 2019, 14(1):54-62, 30267839	Carcinoma, NOS
BAG4::FGFR1	Detection of known and novel FGFR fusions in non-small cell lung cancer by comprehensive genomic profiling., Qin et al 2019, J Thorac Oncol, 2019, 14(1):54-62, 30267839	Carcinoma, NOS
LAMTOR1::AKT1	Patient-driven discovery, therapeutic targeting, and post-clinical validation of a novel AKT1 fusion-driven cancer., Slotkin et al 2019, Cancer Discov, 2019, 9(5):605-616, 30877085	Carcinoma, NOS
TRMT11::GRIK2	Identification of recurrent fusion genes across multiple cancer types., Yu et al 2019, Sci Rep, 2019, 9(1):1074, 30705370	Carcinoma, NOS
CCNH::MACIR	Identification of recurrent fusion genes across multiple cancer types., Yu et al 2019, Sci Rep, 2019, 9(1):1074, 30705370	Carcinoma, NOS
MTOR::TP53BP1	Identification of recurrent fusion genes across multiple cancer types., Yu et al 2019, Sci Rep, 2019, 9(1):1074, 30705370	Carcinoma, NOS
TMEM135::DEUP1	Identification of recurrent fusion genes across multiple cancer types., Yu et al 2019, Sci Rep, 2019, 9(1):1074, 30705370	Carcinoma, NOS
CLTC::ALK	Clinical utility of next-generation sequencing-based ctDNA testing for common and novel ALK fusions., Mondaca et al 2021, Lung Cancer, 2021, 159:66-73, 34311346	Carcinoma, NOS
PON1::ALK	Clinical utility of next-generation sequencing-based ctDNA testing for common and novel ALK fusions., Mondaca et al 2021, Lung Cancer, 2021, 159:66-73, 34311346	Carcinoma, NOS
KIF5B::RET	Identification of RET fusions in a Chinese multicancer retrospective analysis by next-generation sequencing., Shi et al 2022, Cancer Sci, 2022, 113(1):308-318, 34710947	Carcinoma, NOS
CCDC6::RET	Identification of RET fusions in a Chinese multicancer retrospective analysis by next-generation sequencing., Shi et al 2022, Cancer Sci, 2022, 113(1):308-318, 34710947	Carcinoma, NOS
ERC1::RET	Identification of RET fusions in a Chinese multicancer retrospective analysis by next-generation sequencing., Shi et al 2022, Cancer Sci, 2022, 113(1):308-318, 34710947	Carcinoma, NOS
NCOA4::RET	Identification of RET fusions in a Chinese multicancer retrospective analysis by next-generation sequencing., Shi et al 2022, Cancer Sci, 2022, 113(1):308-318, 34710947	Carcinoma, NOS
TRIM33::RET	Identification of RET fusions in a Chinese multicancer retrospective analysis by next-generation sequencing., Shi et al 2022, Cancer Sci, 2022, 113(1):308-318, 34710947	Carcinoma, NOS
DNER::RET	Identification of RET fusions in a Chinese multicancer retrospective analysis by next-generation sequencing., Shi et al 2022, Cancer Sci, 2022, 113(1):308-318, 34710947	Carcinoma, NOS
DPP6::RET	Identification of RET fusions in a Chinese multicancer retrospective analysis by next-generation sequencing., Shi et al 2022, Cancer Sci, 2022, 113(1):308-318, 34710947	Carcinoma, NOS
EML4::RET	Identification of RET fusions in a Chinese multicancer retrospective analysis by next-generation sequencing., Shi et al 2022, Cancer Sci, 2022, 113(1):308-318, 34710947	Carcinoma, NOS
FGD5::RET	Identification of RET fusions in a Chinese multicancer retrospective analysis by next-generation sequencing., Shi et al 2022, Cancer Sci, 2022, 113(1):308-318, 34710947	Carcinoma, NOS
GADL1::RET	Identification of RET fusions in a Chinese multicancer retrospective analysis by next-generation sequencing., Shi et al 2022, Cancer Sci, 2022, 113(1):308-318, 34710947	Carcinoma, NOS
GLI3::RET	Identification of RET fusions in a Chinese multicancer retrospective analysis by next-generation sequencing., Shi et al 2022, Cancer Sci, 2022, 113(1):308-318, 34710947	Carcinoma, NOS
GPRC6A::RET	Identification of RET fusions in a Chinese multicancer retrospective analysis by next-generation sequencing., Shi et al 2022, Cancer Sci, 2022, 113(1):308-318, 34710947	Carcinoma, NOS
IL1RAPL2::RET	Identification of RET fusions in a Chinese multicancer retrospective analysis by next-generation sequencing., Shi et al 2022, Cancer Sci, 2022, 113(1):308-318, 34710947	Carcinoma, NOS
SHTN1::RET	Identification of RET fusions in a Chinese multicancer retrospective analysis by next-generation sequencing., Shi et al 2022, Cancer Sci, 2022, 113(1):308-318, 34710947	Carcinoma, NOS
KIF13A::RET	Identification of RET fusions in a Chinese multicancer retrospective analysis by next-generation sequencing., Shi et al 2022, Cancer Sci, 2022, 113(1):308-318, 34710947	Carcinoma, NOS
MALRD1::RET	Identification of RET fusions in a Chinese multicancer retrospective analysis by next-generation sequencing., Shi et al 2022, Cancer Sci, 2022, 113(1):308-318, 34710947	Carcinoma, NOS
PRKAR1A::RET	Identification of RET fusions in a Chinese multicancer retrospective analysis by next-generation sequencing., Shi et al 2022, Cancer Sci, 2022, 113(1):308-318, 34710947	Carcinoma, NOS
SPECC1::RET	Identification of RET fusions in a Chinese multicancer retrospective analysis by next-generation sequencing., Shi et al 2022, Cancer Sci, 2022, 113(1):308-318, 34710947	Carcinoma, NOS
TLN1::RET	Identification of RET fusions in a Chinese multicancer retrospective analysis by next-generation sequencing., Shi et al 2022, Cancer Sci, 2022, 113(1):308-318, 34710947	Carcinoma, NOS
TRIM24::RET	Identification of RET fusions in a Chinese multicancer retrospective analysis by next-generation sequencing., Shi et al 2022, Cancer Sci, 2022, 113(1):308-318, 34710947	Carcinoma, NOS
